Name	Start	Duration	Time Format	Type	Description
T-125	0:34.565	0:00.000	decimal	Cue	
T-125	0:35.000	0:00.000	decimal	Cue	
T-125	0:35.449	0:00.000	decimal	Cue	
T-125	0:35.781	0:00.000	decimal	Cue	
C-50	0:36.217	0:00.000	decimal	Cue	
C-50	0:36.438	0:00.000	decimal	Cue	
C-50	0:36.660	0:00.000	decimal	Cue	
C-75	0:37.023	0:00.000	decimal	Cue	
C-75	0:37.200	0:00.000	decimal	Cue	
C-75	0:37.255	0:00.000	decimal	Cue	
C-75	0:37.550	0:00.000	decimal	Cue	
C-100	0:37.723	0:00.000	decimal	Cue	
C-100	0:37.980	0:00.000	decimal	Cue	
C-100	0:38.112	0:00.000	decimal	Cue	
C-100	0:38.423	0:00.000	decimal	Cue	
C-100	0:38.800	0:00.000	decimal	Cue	
C-100	0:39.000	0:00.000	decimal	Cue	
C-100	0:39.100	0:00.000	decimal	Cue	
C-100	0:39.310	0:00.000	decimal	Cue	
C-100	0:39.426	0:00.000	decimal	Cue	
S-75	0:39.752	0:00.000	decimal	Cue	
C-75	0:39.752	0:00.000	decimal	Cue	
C-75	0:40.000	0:00.000	decimal	Cue	
C-75	0:40.200	0:00.000	decimal	Cue	
C-75	0:40.555	0:00.000	decimal	Cue	
T-75	0:40.780	0:00.000	decimal	Cue	
C-75	0:41.100	0:00.000	decimal	Cue	
SE-75	0:41.205	0:00.000	decimal	Cue	
S-75	0:41.526	0:00.000	decimal	Cue	
C-100	0:41.526	0:00.000	decimal	Cue	
C-100	0:41.800	0:00.000	decimal	Cue	
C-100	0:41.960	0:00.000	decimal	Cue	
C-100	0:42.331	0:00.000	decimal	Cue	
T-100	0:42.548	0:00.000	decimal	Cue	
C-100	0:42.864	0:00.000	decimal	Cue	
SE-75	0:42.938	0:00.000	decimal	Cue	
C-50	0:43.300	0:00.000	decimal	Cue	
C-75	0:45.055	0:00.000	decimal	Cue	
C-75	0:45.924	0:00.000	decimal	Cue	
C-75	0:46.829	0:00.000	decimal	Cue	
C-75	0:47.578	0:00.000	decimal	Cue	
S-75	0:48.569	0:00.000	decimal	Cue	
SE-75	0:48.687	0:00.000	decimal	Cue	
S-75	0:48.796	0:00.000	decimal	Cue	
SE-75	0:48.905	0:00.000	decimal	Cue	
C-75	0:49.691	0:00.000	decimal	Cue	
T-75	0:50.024	0:00.000	decimal	Cue	
C-100	0:50.337	0:00.000	decimal	Cue	
C-100	0:50.692	0:00.000	decimal	Cue	
C-100	0:51.213	0:00.000	decimal	Cue	
C-100	0:51.570	0:00.000	decimal	Cue	
C-100	0:52.103	0:00.000	decimal	Cue	
C-100	0:52.445	0:00.000	decimal	Cue	
C-100	0:53.000	0:00.000	decimal	Cue	
C-100	0:53.332	0:00.000	decimal	Cue	
C-100	0:53.877	0:00.000	decimal	Cue	
C-100	0:54.212	0:00.000	decimal	Cue	
C-100	0:54.752	0:00.000	decimal	Cue	
C-100	0:55.099	0:00.000	decimal	Cue	
C-100	0:55.644	0:00.000	decimal	Cue	
C-100	0:55.975	0:00.000	decimal	Cue	
C-100	0:56.532	0:00.000	decimal	Cue	
C-100	0:56.861	0:00.000	decimal	Cue	
S-75	0:57.400	0:00.000	decimal	Cue	
C-75	0:57.740	0:00.000	decimal	Cue	
C-75	0:58.284	0:00.000	decimal	Cue	
C-75	0:58.631	0:00.000	decimal	Cue	
C-75	0:59.178	0:00.000	decimal	Cue	
C-75	0:59.500	0:00.000	decimal	Cue	
C-75	1:00.040	0:00.000	decimal	Cue	
C-75	1:00.389	0:00.000	decimal	Cue	
SE-75	1:00.925	0:00.000	decimal	Cue	
C-100	1:01.275	0:00.000	decimal	Cue	
C-100	1:01.818	0:00.000	decimal	Cue	
C-100	1:02.154	0:00.000	decimal	Cue	
C-100	1:02.700	0:00.000	decimal	Cue	
C-100	1:03.040	0:00.000	decimal	Cue	
C-100	1:03.572	0:00.000	decimal	Cue	
C-100	1:04.019	0:00.000	decimal	Cue	
S-75	1:04.453	0:00.000	decimal	Cue	
C-75	1:04.800	0:00.000	decimal	Cue	
C-75	1:04.896	0:00.000	decimal	Cue	
C-75	1:05.334	0:00.000	decimal	Cue	
C-75	1:05.460	0:00.000	decimal	Cue	
C-75	1:05.697	0:00.000	decimal	Cue	
C-75	1:05.782	0:00.000	decimal	Cue	
SE-75	1:06.219	0:00.000	decimal	Cue	
C-75	1:06.219	0:00.000	decimal	Cue	
C-75	1:06.570	0:00.000	decimal	Cue	
S-75	1:07.111	0:00.000	decimal	Cue	
C-75	1:07.111	0:00.000	decimal	Cue	
SE-75	1:07.444	0:00.000	decimal	Cue	
S-75	1:07.984	0:00.000	decimal	Cue	
C-100	1:08.328	0:00.000	decimal	Cue	
T-75	1:08.666	0:00.000	decimal	Cue	
C-75	1:08.872	0:00.000	decimal	Cue	
C-100	1:09.214	0:00.000	decimal	Cue	
T-75	1:09.549	0:00.000	decimal	Cue	
C-75	1:09.747	0:00.000	decimal	Cue	
C-75	1:10.200	0:00.000	decimal	Cue	
SE-75	1:10.639	0:00.000	decimal	Cue	
C-75	1:10.639	0:00.000	decimal	Cue	
C-100	1:10.978	0:00.000	decimal	Cue	
S-100	1:10.978	0:00.000	decimal	Cue	
SE-100	1:11.058	0:00.000	decimal	Cue	
S-75	1:11.517	0:00.000	decimal	Cue	
C-75	1:11.873	0:00.000	decimal	Cue	
T-75	1:12.197	0:00.000	decimal	Cue	
C-75	1:12.400	0:00.000	decimal	Cue	
C-75	1:12.745	0:00.000	decimal	Cue	
SE-75	1:13.073	0:00.000	decimal	Cue	
C-75	1:13.285	0:00.000	decimal	Cue	
S-75	1:13.758	0:00.000	decimal	Cue	
C-75	1:13.758	0:00.000	decimal	Cue	
C-75	1:14.161	0:00.000	decimal	Cue	
C-75	1:14.500	0:00.000	decimal	Cue	
C-75	1:15.047	0:00.000	decimal	Cue	
C-75	1:15.538	0:00.000	decimal	Cue	
C-75	1:15.930	0:00.000	decimal	Cue	
C-75	1:16.400	0:00.000	decimal	Cue	
C-75	1:16.808	0:00.000	decimal	Cue	
C-75	1:17.160	0:00.000	decimal	Cue	
C-75	1:17.700	0:00.000	decimal	Cue	
SE-75	1:18.043	0:00.000	decimal	Cue	
S-50	1:18.600	0:00.000	decimal	Cue	
C-100	1:19.034	0:00.000	decimal	Cue	
C-100	1:19.458	0:00.000	decimal	Cue	
SE-50	1:19.904	0:00.000	decimal	Cue	
S-50	1:20.336	0:00.000	decimal	Cue	
C-100	1:20.800	0:00.000	decimal	Cue	
C-100	1:21.223	0:00.000	decimal	Cue	
SE-50	1:21.696	0:00.000	decimal	Cue	
S-100	1:22.100	0:00.000	decimal	Cue	
SE-100	1:22.458	0:00.000	decimal	Cue	
C-50	1:22.780	0:00.000	decimal	Cue	
S-100	1:23.000	0:00.000	decimal	Cue	
SE-100	1:23.345	0:00.000	decimal	Cue	
C-50	1:23.676	0:00.000	decimal	Cue	
S-100	1:23.871	0:00.000	decimal	Cue	
SE-100	1:24.313	0:00.000	decimal	Cue	
T-75	1:24.904	0:00.000	decimal	Cue	
T-75	1:25.421	0:00.000	decimal	Cue	
C-75	1:25.632	0:00.000	decimal	Cue	
C-75	1:26.101	0:00.000	decimal	Cue	
C-75	1:26.500	0:00.000	decimal	Cue	
T-75	1:27.195	0:00.000	decimal	Cue	
S-75	1:27.400	0:00.000	decimal	Cue	
C-75	1:27.754	0:00.000	decimal	Cue	
C-75	1:28.281	0:00.000	decimal	Cue	
SE-75	1:28.752	0:00.000	decimal	Cue	
S-75	1:29.165	0:00.000	decimal	Cue	
C-75	1:29.500	0:00.000	decimal	Cue	
C-75	1:30.039	0:00.000	decimal	Cue	
C-75	1:30.390	0:00.000	decimal	Cue	
C-50	1:30.922	0:00.000	decimal	Cue	
C-50	1:31.273	0:00.000	decimal	Cue	
C-50	1:31.814	0:00.000	decimal	Cue	
SE-75	1:32.246	0:00.000	decimal	Cue	
C-50	1:32.728	0:00.000	decimal	Cue	
S-125	1:33.079	0:00.000	decimal	Cue	
SE-125	1:33.409	0:00.000	decimal	Cue	
C-50	1:33.582	0:00.000	decimal	Cue	
S-125	1:33.959	0:00.000	decimal	Cue	
SE-125	1:34.300	0:00.000	decimal	Cue	
C-50	1:34.516	0:00.000	decimal	Cue	
S-125	1:34.844	0:00.000	decimal	Cue	
SE-125	1:35.180	0:00.000	decimal	Cue	
C-50	1:35.398	0:00.000	decimal	Cue	
S-125	1:35.724	0:00.000	decimal	Cue	
SE-125	1:36.054	0:00.000	decimal	Cue	
S-75	1:36.285	0:00.000	decimal	Cue	
SE-75	1:37.171	0:00.000	decimal	Cue	
S-75	1:37.500	0:00.000	decimal	Cue	
SE-75	1:38.000	0:00.000	decimal	Cue	
S-75	1:39.272	0:00.000	decimal	Cue	
SE-75	1:39.806	0:00.000	decimal	Cue	
S-75	1:40.638	0:00.000	decimal	Cue	
SE-75	1:41.500	0:00.000	decimal	Cue	
C-75	1:43.389	0:00.000	decimal	Cue	
C-75	1:44.054	0:00.000	decimal	Cue	
T-50	1:45.154	0:00.000	decimal	Cue	
T-50	1:45.371	0:00.000	decimal	Cue	
C-100	1:47.681	0:00.000	decimal	Cue	
C-100	1:48.138	0:00.000	decimal	Cue	
C-100	1:48.576	0:00.000	decimal	Cue	
C-100	1:48.922	0:00.000	decimal	Cue	
C-100	1:49.467	0:00.000	decimal	Cue	
C-75	1:50.350	0:00.000	decimal	Cue	
C-75	1:50.581	0:00.000	decimal	Cue	
C-75	1:50.779	0:00.000	decimal	Cue	
C-75	1:51.027	0:00.000	decimal	Cue	
C-75	1:51.223	0:00.000	decimal	Cue	
C-100	1:51.572	0:00.000	decimal	Cue	
C-100	1:51.902	0:00.000	decimal	Cue	
C-100	1:52.100	0:00.000	decimal	Cue	
C-100	1:52.453	0:00.000	decimal	Cue	
C-100	1:52.777	0:00.000	decimal	Cue	
C-100	1:52.988	0:00.000	decimal	Cue	
C-100	1:53.229	0:00.000	decimal	Cue	
C-100	1:53.426	0:00.000	decimal	Cue	
C-100	1:53.671	0:00.000	decimal	Cue	
C-50	1:53.868	0:00.000	decimal	Cue	
C-50	1:54.308	0:00.000	decimal	Cue	
C-50	1:54.757	0:00.000	decimal	Cue	
C-50	1:55.212	0:00.000	decimal	Cue	
C-100	1:55.640	0:00.000	decimal	Cue	
C-100	1:55.882	0:00.000	decimal	Cue	
C-100	1:56.082	0:00.000	decimal	Cue	
C-100	1:56.317	0:00.000	decimal	Cue	
T-125	1:57.093	0:00.000	decimal	Cue	
C-75	1:57.400	0:00.000	decimal	Cue	
C-75	1:57.639	0:00.000	decimal	Cue	
C-75	1:57.843	0:00.000	decimal	Cue	
C-75	1:58.078	0:00.000	decimal	Cue	
C-75	1:58.285	0:00.000	decimal	Cue	
C-75	1:58.723	0:00.000	decimal	Cue	
C-75	1:58.961	0:00.000	decimal	Cue	
C-75	1:59.165	0:00.000	decimal	Cue	
S-50	2:00.928	0:00.000	decimal	Cue	
C-75	2:01.280	0:00.000	decimal	Cue	
C-75	2:01.817	0:00.000	decimal	Cue	
C-75	2:02.161	0:00.000	decimal	Cue	
SE-50	2:02.693	0:00.000	decimal	Cue	
C-75	2:03.136	0:00.000	decimal	Cue	
S-75	2:03.579	0:00.000	decimal	Cue	
C-75	2:03.920	0:00.000	decimal	Cue	
SE-75	2:04.450	0:00.000	decimal	Cue	
C-75	2:04.892	0:00.000	decimal	Cue	
S-75	2:05.300	0:00.000	decimal	Cue	
C-75	2:05.784	0:00.000	decimal	Cue	
SE-75	2:06.223	0:00.000	decimal	Cue	
C-100	2:06.566	0:00.000	decimal	Cue	
C-100	2:07.100	0:00.000	decimal	Cue	
C-100	2:07.448	0:00.000	decimal	Cue	
S-50	2:08.000	0:00.000	decimal	Cue	
C-50	2:08.335	0:00.000	decimal	Cue	
C-50	2:08.875	0:00.000	decimal	Cue	
C-50	2:09.309	0:00.000	decimal	Cue	
SE-50	2:09.754	0:00.000	decimal	Cue	
C-100	2:10.193	0:00.000	decimal	Cue	
S-100	2:10.631	0:00.000	decimal	Cue	
C-100	2:11.100	0:00.000	decimal	Cue	
SE-100	2:11.525	0:00.000	decimal	Cue	
C-100	2:12.000	0:00.000	decimal	Cue	
S-100	2:12.400	0:00.000	decimal	Cue	
C-100	2:12.841	0:00.000	decimal	Cue	
SE-100	2:13.280	0:00.000	decimal	Cue	
C-100	2:13.630	0:00.000	decimal	Cue	
S-100	2:14.162	0:00.000	decimal	Cue	
C-100	2:14.645	0:00.000	decimal	Cue	
SE-100	2:15.049	0:00.000	decimal	Cue	
S-75	2:15.268	0:00.000	decimal	Cue	
C-125	2:15.480	0:00.000	decimal	Cue	
SE-75	2:15.610	0:00.000	decimal	Cue	
S-75	2:15.923	0:00.000	decimal	Cue	
C-125	2:15.923	0:00.000	decimal	Cue	
SE-75	2:16.273	0:00.000	decimal	Cue	
C-125	2:16.363	0:00.000	decimal	Cue	
S-75	2:16.587	0:00.000	decimal	Cue	
C-125	2:16.800	0:00.000	decimal	Cue	
SE-75	2:17.026	0:00.000	decimal	Cue	
C-125	2:17.246	0:00.000	decimal	Cue	
S-75	2:17.371	0:00.000	decimal	Cue	
SE-75	2:17.690	0:00.000	decimal	Cue	
C-125	2:17.690	0:00.000	decimal	Cue	
S-75	2:18.029	0:00.000	decimal	Cue	
C-125	2:18.129	0:00.000	decimal	Cue	
SE-75	2:18.346	0:00.000	decimal	Cue	
C-75	2:18.569	0:00.000	decimal	Cue	
S-50	2:18.788	0:00.000	decimal	Cue	
C-75	2:19.009	0:00.000	decimal	Cue	
C-75	2:19.451	0:00.000	decimal	Cue	
C-75	2:19.891	0:00.000	decimal	Cue	
C-75	2:20.339	0:00.000	decimal	Cue	
SE-50	2:20.553	0:00.000	decimal	Cue	
C-75	2:20.776	0:00.000	decimal	Cue	
C-75	2:21.215	0:00.000	decimal	Cue	
