Name	Start	Duration	Time Format	Type	Description
C-100	1:46.700	0:00.000	decimal	Cue	
C-100	1:47.061	0:00.000	decimal	Cue	
C-100	1:47.374	0:00.000	decimal	Cue	
C-100	1:47.719	0:00.000	decimal	Cue	
C-100	1:48.072	0:00.000	decimal	Cue	
C-100	1:48.400	0:00.000	decimal	Cue	
C-100	1:48.745	0:00.000	decimal	Cue	
C-100	1:49.100	0:00.000	decimal	Cue	
C-100	1:49.443	0:00.000	decimal	Cue	
C-125	1:50.116	0:00.000	decimal	Cue	
C-125	1:50.476	0:00.000	decimal	Cue	
C-125	1:50.800	0:00.000	decimal	Cue	
C-125	1:51.143	0:00.000	decimal	Cue	
C-125	1:52.178	0:00.000	decimal	Cue	
C-125	1:52.522	0:00.000	decimal	Cue	
C-125	1:53.549	0:00.000	decimal	Cue	
C-125	1:53.900	0:00.000	decimal	Cue	
C-125	1:54.921	0:00.000	decimal	Cue	
C-125	1:55.300	0:00.000	decimal	Cue	
C-125	1:55.600	0:00.000	decimal	Cue	
C-125	1:55.953	0:00.000	decimal	Cue	
C-125	1:57.666	0:00.000	decimal	Cue	
C-125	1:58.000	0:00.000	decimal	Cue	
C-125	1:58.353	0:00.000	decimal	Cue	
C-125	1:58.700	0:00.000	decimal	Cue	
