Name	Start	Duration	Time Format	Type	Description
C-75	1:03.300	0:00.000	decimal	Cue	
T-125	1:03.721	0:00.000	decimal	Cue	
C-100	1:03.800	0:00.000	decimal	Cue	
S-100	1:04.065	0:00.000	decimal	Cue	
SE-100	1:07.549	0:00.000	decimal	Cue	
C-125	1:08.000	0:00.000	decimal	Cue	
S-100	1:08.076	0:00.000	decimal	Cue	
SE-100	1:11.552	0:00.000	decimal	Cue	
S-100	1:12.065	0:00.000	decimal	Cue	
SE-100	1:15.542	0:00.000	decimal	Cue	
S-100	1:16.076	0:00.000	decimal	Cue	
SE-100	1:19.542	0:00.000	decimal	Cue	
C-125	1:20.069	0:00.000	decimal	Cue	
C-125	1:21.061	0:00.000	decimal	Cue	
C-125	1:22.067	0:00.000	decimal	Cue	
C-125	1:23.058	0:00.000	decimal	Cue	
T-125	1:23.810	0:00.000	decimal	Cue	
C-125	1:24.064	0:00.000	decimal	Cue	
C-125	1:25.062	0:00.000	decimal	Cue	
C-125	1:26.053	0:00.000	decimal	Cue	
C-125	1:27.051	0:00.000	decimal	Cue	
S-100	1:27.550	0:00.000	decimal	Cue	
SE-100	1:27.796	0:00.000	decimal	Cue	
C-75	1:28.057	0:00.000	decimal	Cue	
C-75	1:29.062	0:00.000	decimal	Cue	
C-75	1:30.063	0:00.000	decimal	Cue	
C-75	1:31.061	0:00.000	decimal	Cue	
C-75	1:32.060	0:00.000	decimal	Cue	
C-75	1:33.058	0:00.000	decimal	Cue	
C-75	1:34.070	0:00.000	decimal	Cue	
C-75	1:35.061	0:00.000	decimal	Cue	
C-75	1:36.300	0:00.000	decimal	Cue	
C-125	1:36.559	0:00.000	decimal	Cue	
C-125	1:37.557	0:00.000	decimal	Cue	
C-125	1:38.056	0:00.000	decimal	Cue	
C-125	1:39.055	0:00.000	decimal	Cue	
C-125	1:39.554	0:00.000	decimal	Cue	
C-125	1:40.052	0:00.000	decimal	Cue	
C-125	1:41.058	0:00.000	decimal	Cue	
C-125	1:41.557	0:00.000	decimal	Cue	
C-125	1:42.056	0:00.000	decimal	Cue	
C-125	1:42.557	0:00.000	decimal	Cue	
C-125	1:44.300	0:00.000	decimal	Cue	
C-125	1:44.554	0:00.000	decimal	Cue	
C-125	1:45.549	0:00.000	decimal	Cue	
C-125	1:46.064	0:00.000	decimal	Cue	
C-125	1:46.550	0:00.000	decimal	Cue	
C-125	1:47.063	0:00.000	decimal	Cue	
C-125	1:47.550	0:00.000	decimal	Cue	
C-125	1:48.058	0:00.000	decimal	Cue	
C-125	1:49.049	0:00.000	decimal	Cue	
C-125	1:49.555	0:00.000	decimal	Cue	
C-75	1:49.818	0:00.000	decimal	Cue	
C-75	1:50.061	0:00.000	decimal	Cue	
C-75	1:50.557	0:00.000	decimal	Cue	
C-75	1:51.050	0:00.000	decimal	Cue	
T-125	1:51.816	0:00.000	decimal	Cue	
C-125	1:52.062	0:00.000	decimal	Cue	
