Name	Start	Duration	Time Format	Type	Description
C-100	1:03.500	0:00.000	decimal	Cue	
C-100	1:04.174	0:00.000	decimal	Cue	
C-100	1:04.860	0:00.000	decimal	Cue	
C-100	1:05.546	0:00.000	decimal	Cue	
SE-100	1:05.889	0:00.000	decimal	Cue	
C-125	1:06.407	0:00.000	decimal	Cue	
C-125	1:06.747	0:00.000	decimal	Cue	
C-125	1:07.090	0:00.000	decimal	Cue	
C-125	1:07.434	0:00.000	decimal	Cue	
C-125	1:07.775	0:00.000	decimal	Cue	
C-125	1:08.121	0:00.000	decimal	Cue	
C-125	1:08.464	0:00.000	decimal	Cue	
C-125	1:08.800	0:00.000	decimal	Cue	
C-125	1:09.153	0:00.000	decimal	Cue	
C-125	1:09.492	0:00.000	decimal	Cue	
C-125	1:09.832	0:00.000	decimal	Cue	
C-125	1:10.180	0:00.000	decimal	Cue	
C-125	1:10.519	0:00.000	decimal	Cue	
C-125	1:10.861	0:00.000	decimal	Cue	
C-125	1:11.200	0:00.000	decimal	Cue	
C-125	1:11.551	0:00.000	decimal	Cue	
T-125	1:12.920	0:00.000	decimal	Cue	
T-125	1:13.438	0:00.000	decimal	Cue	
T-125	1:13.952	0:00.000	decimal	Cue	
C-125	1:14.121	0:00.000	decimal	Cue	
C-125	1:14.289	0:00.000	decimal	Cue	
C-125	1:14.468	0:00.000	decimal	Cue	
C-125	1:14.800	0:00.000	decimal	Cue	
C-125	1:14.975	0:00.000	decimal	Cue	
C-125	1:15.145	0:00.000	decimal	Cue	
C-125	1:15.490	0:00.000	decimal	Cue	
C-125	1:15.662	0:00.000	decimal	Cue	
C-125	1:15.835	0:00.000	decimal	Cue	
C-100	1:16.867	0:00.000	decimal	Cue	
C-100	1:17.206	0:00.000	decimal	Cue	
C-100	1:17.552	0:00.000	decimal	Cue	
C-100	1:17.900	0:00.000	decimal	Cue	
S-100	1:18.237	0:00.000	decimal	Cue	
SE-100	1:19.266	0:00.000	decimal	Cue	
C-100	1:19.607	0:00.000	decimal	Cue	
C-100	1:20.289	0:00.000	decimal	Cue	
C-100	1:20.977	0:00.000	decimal	Cue	
C-100	1:21.580	0:00.000	decimal	Cue	
C-100	1:22.350	0:00.000	decimal	Cue	
C-100	1:22.690	0:00.000	decimal	Cue	
C-100	1:22.866	0:00.000	decimal	Cue	
C-100	1:23.206	0:00.000	decimal	Cue	
S-100	1:23.553	0:00.000	decimal	Cue	
SE-100	1:24.407	0:00.000	decimal	Cue	
C-125	1:24.750	0:00.000	decimal	Cue	
C-125	1:25.100	0:00.000	decimal	Cue	
C-125	1:25.776	0:00.000	decimal	Cue	
C-125	1:26.471	0:00.000	decimal	Cue	
C-125	1:27.150	0:00.000	decimal	Cue	
C-100	1:27.837	0:00.000	decimal	Cue	
C-100	1:28.185	0:00.000	decimal	Cue	
C-100	1:28.523	0:00.000	decimal	Cue	
C-100	1:28.869	0:00.000	decimal	Cue	
S-125	1:29.203	0:00.000	decimal	Cue	
SE-125	1:30.231	0:00.000	decimal	Cue	
S-125	1:30.585	0:00.000	decimal	Cue	
SE-125	1:31.607	0:00.000	decimal	Cue	
S-125	1:31.947	0:00.000	decimal	Cue	
SE-125	1:32.975	0:00.000	decimal	Cue	
C-125	1:33.324	0:00.000	decimal	Cue	
C-125	1:33.669	0:00.000	decimal	Cue	
S-125	1:34.007	0:00.000	decimal	Cue	
SE-125	1:35.722	0:00.000	decimal	Cue	
C-125	1:36.066	0:00.000	decimal	Cue	
C-125	1:36.405	0:00.000	decimal	Cue	
S-125	1:36.750	0:00.000	decimal	Cue	
SE-125	1:38.811	0:00.000	decimal	Cue	
C-100	1:39.154	0:00.000	decimal	Cue	
C-100	1:39.500	0:00.000	decimal	Cue	
C-100	1:39.836	0:00.000	decimal	Cue	
C-100	1:40.185	0:00.000	decimal	Cue	
C-100	1:41.204	0:00.000	decimal	Cue	
C-100	1:41.553	0:00.000	decimal	Cue	
C-100	1:41.890	0:00.000	decimal	Cue	
C-100	1:42.239	0:00.000	decimal	Cue	
C-100	1:42.576	0:00.000	decimal	Cue	
C-100	1:42.919	0:00.000	decimal	Cue	
C-100	1:43.267	0:00.000	decimal	Cue	
C-100	1:43.600	0:00.000	decimal	Cue	
C-100	1:44.300	0:00.000	decimal	Cue	
C-100	1:44.635	0:00.000	decimal	Cue	
C-100	1:44.810	0:00.000	decimal	Cue	
C-100	1:45.153	0:00.000	decimal	Cue	
C-100	1:45.489	0:00.000	decimal	Cue	
C-100	1:46.527	0:00.000	decimal	Cue	
C-100	1:46.691	0:00.000	decimal	Cue	
C-100	1:47.035	0:00.000	decimal	Cue	
C-100	1:47.374	0:00.000	decimal	Cue	
C-100	1:47.719	0:00.000	decimal	Cue	
C-100	1:48.065	0:00.000	decimal	Cue	
C-100	1:48.400	0:00.000	decimal	Cue	
C-100	1:48.745	0:00.000	decimal	Cue	
C-100	1:49.100	0:00.000	decimal	Cue	
C-100	1:49.443	0:00.000	decimal	Cue	
C-125	1:50.116	0:00.000	decimal	Cue	
C-125	1:50.467	0:00.000	decimal	Cue	
C-125	1:50.800	0:00.000	decimal	Cue	
C-125	1:51.143	0:00.000	decimal	Cue	
C-125	1:52.178	0:00.000	decimal	Cue	
C-125	1:52.522	0:00.000	decimal	Cue	
C-125	1:53.549	0:00.000	decimal	Cue	
C-125	1:53.900	0:00.000	decimal	Cue	
C-125	1:54.921	0:00.000	decimal	Cue	
C-125	1:55.266	0:00.000	decimal	Cue	
C-125	1:55.606	0:00.000	decimal	Cue	
C-125	1:55.953	0:00.000	decimal	Cue	
C-125	1:57.666	0:00.000	decimal	Cue	
C-125	1:58.005	0:00.000	decimal	Cue	
C-125	1:58.353	0:00.000	decimal	Cue	
C-125	1:58.700	0:00.000	decimal	Cue	
